index,Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,source
2913,HEp-2,NRU,NiO,24,100,76.892,1.15,-8.05,2.702702703,2.675,-0.25,1.35,original
2914,HEp-2,NRU,NiO,24,0.1,99.489,3,-74.36,2.702702703,2.675,-0.25,1.35,original
2915,HEp-2,NRU,NiO,24,1,98.875,3,-22.61,2.702702703,2.675,-0.25,1.35,original
2916,HEp-2,NRU,NiO,24,10,95.808,3,-8.72,2.702702703,2.675,-0.25,1.35,original
2917,HEp-2,NRU,NiO,24,100,88.139,3,-8,2.702702703,2.675,-0.25,1.35,original
2918,HEp-2,NRU,NiO,24,10,94.7,25,-0.4,2.702702703,2.675,-0.25,1.35,original
2919,MCF-7,NRU,NiO,24,10,98.396,30,-5.7,2.702702703,2.675,-0.25,1.35,original
2920,MCF-7,NRU,NiO,24,10,99.861,20,-5.3,2.702702703,2.675,-0.25,1.35,original
2921,MCF-7,NRU,NiO,24,30,92.748,25,-0.4,2.702702703,2.675,-0.25,1.35,original
2922,MCF-7,NRU,NiO,24,30,97.211,30,-5.7,2.702702703,2.675,-0.25,1.35,original
2923,MCF-7,NRU,NiO,24,30,94.561,20,-5.3,2.702702703,2.675,-0.25,1.35,original
2924,MCF-7,NRU,NiO,24,100,97.211,25,-0.4,2.702702703,2.675,-0.25,1.35,original
2925,MCF-7,NRU,NiO,24,100,97.559,30,-5.7,2.702702703,2.675,-0.25,1.35,original
2926,A549,CCK-8,CuO,24,100,96.025,20,-5.3,2.298850575,2.67,0.337,1.35,original
2927,A549,CCK-8,CuO,24,300,91.423,25,-0.4,2.298850575,2.67,0.337,1.35,original
2928,A549,CCK-8,CuO,24,300,100.35,30,-5.7,2.298850575,2.67,0.337,1.35,original
2929,A549,CCK-8,CuO,24,300,98.047,20,-5.3,2.298850575,2.67,0.337,1.35,original
2930,A549,CCK-8,CuO,24,10,98.467,25,-0.4,2.298850575,2.67,0.337,1.35,original
2931,A549,CCK-8,CuO,24,10,104.89,30,-5.7,2.298850575,2.67,0.337,1.35,original
2932,A549,CCK-8,CuO,24,10,104.89,20,-5.3,2.298850575,2.67,0.337,1.35,original
2933,A549,CCK-8,CuO,24,30,101.15,25,-0.4,2.298850575,2.67,0.337,1.35,original
2934,A549,CCK-8,CuO,24,30,91.667,30,-5.7,2.298850575,2.67,0.337,1.35,original
2935,A549,CCK-8,CuO,24,30,110.82,20,-5.3,2.298850575,2.67,0.337,1.35,original
2936,A549,CCK-8,CuO,24,100,111.49,25,-0.4,2.298850575,2.67,0.337,1.35,original
2937,A549,CCK-8,CuO,24,100,105.75,30,-5.7,2.298850575,2.67,0.337,1.35,original
2938,A549,CCK-8,CuO,24,100,115.9,20,-5.3,2.298850575,2.67,0.337,1.35,original
2939,A549,CCK-8,CuO,24,300,120.98,25,-0.4,2.298850575,2.67,0.337,1.35,original
2940,A549,CCK-8,CuO,24,300,115.9,30,-5.7,2.298850575,2.67,0.337,1.35,original
2941,A549,CCK-8,CuO,24,300,108.62,20,-5.3,2.298850575,2.67,0.337,1.35,original
2942,RAW264.7,Live/Dead,SiO2,24,10,102.89,25,-0.4,7.407407407,2.926666667,-1.2,1.1,original
2943,RAW264.7,Live/Dead,SiO2,24,10,99.036,30,-5.7,7.407407407,2.926666667,-1.2,1.1,original
2944,RAW264.7,Live/Dead,SiO2,24,10,100.37,20,-5.3,7.407407407,2.926666667,-1.2,1.1,original
2945,RAW264.7,Live/Dead,SiO2,24,30,101.71,25,-0.4,7.407407407,2.926666667,-1.2,1.1,original
2946,RAW264.7,Live/Dead,Au,24,30,98.887,30,-5.7,0,2.54,1.692,1.35,original
2947,RAW264.7,Live/Dead,Au,24,30,99.555,20,-5.3,0,2.54,1.692,1.35,original
2948,RAW264.7,Live/Dead,Au,24,100,100.52,25,-0.4,0,2.54,1.692,1.35,original
2949,RAW264.7,Live/Dead,SiO2,24,100,97.329,30,-5.7,7.407407407,2.926666667,-1.2,1.1,original
2950,RAW264.7,Live/Dead,SiO2,24,100,102,20,-5.3,7.407407407,2.926666667,-1.2,1.1,original
2951,RAW264.7,Live/Dead,SiO2,24,300,102.67,25,-0.4,7.407407407,2.926666667,-1.2,1.1,original
2952,RAW264.7,Live/Dead,SiO2,24,300,97.997,30,-5.7,7.407407407,2.926666667,-1.2,1.1,original
2953,RAW264.7,Live/Dead,Au,24,300,99.703,20,-5.3,0,2.54,1.692,1.35,original
2954,RAW264.7,Live/Dead,Au,24,0.001,92.5258,267,36.3,0,2.54,1.692,1.35,original
2955,RAW264.7,Live/Dead,Au,24,0.01,96.134,267,36.3,0,2.54,1.692,1.35,original
2956,RAW264.7,Live/Dead,Au,24,0.1,93.5567,267,36.3,0,2.54,1.692,1.35,original
2957,RAW264.7,Live/Dead,SiO2,24,1,97.6804,267,36.3,7.407407407,2.926666667,-1.2,1.1,original
2958,RAW264.7,Live/Dead,SiO2,24,5,94.8454,267,36.3,7.407407407,2.926666667,-1.2,1.1,original
2959,RAW264.7,Live/Dead,SiO2,24,10,96.3918,267,36.3,7.407407407,2.926666667,-1.2,1.1,original
2960,RAW264.7,Live/Dead,SiO2,24,20,92.268,267,36.3,7.407407407,2.926666667,-1.2,1.1,original
2961,RAW264.7,Live/Dead,Au,24,50,92.268,267,36.3,0,2.54,1.692,1.35,original
2962,RAW264.7,Live/Dead,Au,24,100,82.732,267,36.3,0,2.54,1.692,1.35,original
2963,RAW264.7,Live/Dead,Au,12,0.001,95.6897,267,36.3,0,2.54,1.692,1.35,original
2964,RAW264.7,Live/Dead,SiO2,12,0.01,94.4828,267,36.3,7.407407407,2.926666667,-1.2,1.1,original
2965,RAW264.7,Live/Dead,SiO2,12,0.1,96.8966,267,36.3,7.407407407,2.926666667,-1.2,1.1,original
2966,RAW264.7,Live/Dead,SiO2,12,1,99.4828,267,36.3,7.407407407,2.926666667,-1.2,1.1,original
2967,RAW264.7,Live/Dead,SiO2,12,5,94.6552,267,36.3,7.407407407,2.926666667,-1.2,1.1,original
2968,RAW264.7,Live/Dead,Au,12,10,95.431,267,36.3,0,2.54,1.692,1.35,original
2969,RAW264.7,Live/Dead,Au,12,20,94.3966,267,36.3,0,2.54,1.692,1.35,original
2970,RAW264.7,Live/Dead,Au,12,50,96.4655,267,36.3,0,2.54,1.692,1.35,original
2971,RAW264.7,Live/Dead,Au,12,100,91.0345,267,36.3,0,2.54,1.692,1.35,original
2972,MC3T3-E1,MTT,Ca(HCO3)2,24,0.001,96.134,239,42.8,2.193,2.678333,-2.866,1.8,original
2973,MC3T3-E1,MTT,Ca(HCO3)2,24,0.01,100,239,42.8,2.193,2.678333,-2.866,1.8,original
2974,MC3T3-E1,MTT,Ca(HCO3)2,24,0.1,95.3608,239,42.8,2.193,2.678333,-2.866,1.8,original
2975,MC3T3-E1,MTT,Ca(HCO3)2,24,1,96.6495,239,42.8,2.193,2.678333,-2.866,1.8,original
2976,MC3T3-E1,MTT,Ca(HCO3)2,24,5,74.7423,239,42.8,2.193,2.678333,-2.866,1.8,original
2977,MC3T3-E1,MTT,Ca(HCO3)2,24,10,43.299,239,42.8,2.193,2.678333,-2.866,1.8,original
2978,MC3T3-E1,MTT,Ca(HCO3)2,24,20,15.2062,239,42.8,2.193,2.678333,-2.866,1.8,original
2979,MC3T3-E1,MTT,Ca(HCO3)2,24,50,13.6598,239,42.8,2.193,2.678333,-2.866,1.8,original
2980,HaCat,MTT,Ag,24,100,13.6598,239,42.8,0,1.93,0.7996,1.6,original
2981,HaCat,MTT,Ag,12,0.001,96.9828,239,42.8,0,1.93,0.7996,1.6,original
2982,HaCat,MTT,Ag,12,0.01,94.6552,239,42.8,0,1.93,0.7996,1.6,original
2983,HaCat,MTT,Ag,12,0.1,95.431,239,42.8,0,1.93,0.7996,1.6,original
2984,HaCat,MTT,Ag,12,1,98.2759,239,42.8,0,1.93,0.7996,1.6,original
2985,HaCat,MTT,Ag,12,5,82.2414,239,42.8,0,1.93,0.7996,1.6,original
2986,HaCat,MTT,Ag,12,10,62.3276,239,42.8,0,1.93,0.7996,1.6,original
2987,HaCat,MTT,Ag,12,20,44.4828,239,42.8,0,1.93,0.7996,1.6,original
2988,HaCat,MTT,Ag,12,50,15.7759,239,42.8,0,1.93,0.7996,1.6,original
2989,HaCat,MTT,Ag,12,100,13.9655,239,42.8,0,1.93,0.7996,1.6,original
2990,HaCat,MTT,Ag,24,0.001,96.8912,957,-8.2,0,1.93,0.7996,1.6,original
2991,HaCat,MTT,Ag,24,0.01,98.1865,957,-8.2,0,1.93,0.7996,1.6,original
2992,HaCat,MTT,Ag,24,0.1,100.2591,957,-8.2,0,1.93,0.7996,1.6,original
2993,HaCat,MTT,Ag,24,1,95.8549,957,-8.2,0,1.93,0.7996,1.6,original
2994,HaCat,MTT,Ag,24,5,90.9326,957,-8.2,0,1.93,0.7996,1.6,original
2995,HaCat,MTT,Ag,24,10,90.9326,957,-8.2,0,1.93,0.7996,1.6,original
2996,HaCat,MTT,Ag,24,20,94.3005,957,-8.2,0,1.93,0.7996,1.6,original
2997,HaCat,MTT,Ag,24,50,94.5596,957,-8.2,0,1.93,0.7996,1.6,original
2998,HaCat,MTT,Ag,24,100,91.9689,957,-8.2,0,1.93,0.7996,1.6,original
2999,HaCat,MTT,Ag,12,0.001,96.6234,957,-8.2,0,1.93,0.7996,1.6,original
3000,HaCat,MTT,Ag,12,0.01,96.3636,957,-8.2,0,1.93,0.7996,1.6,original
3001,HaCat,MTT,Ag,12,0.1,98.7013,957,-8.2,0,1.93,0.7996,1.6,original
3002,HaCat,MTT,Ag,12,1,98.7013,957,-8.2,0,1.93,0.7996,1.6,original
3003,HaCat,MTT,Ag,12,5,100.7792,957,-8.2,0,1.93,0.7996,1.6,original
3004,HaCat,MTT,Ag,12,10,100.4329,957,-8.2,0,1.93,0.7996,1.6,original
3005,HaCat,MTT,Ag,12,20,98.7013,957,-8.2,0,1.93,0.7996,1.6,original
3006,HaCat,MTT,Ag,12,50,99.7403,957,-8.2,0,1.93,0.7996,1.6,original
3007,HaCat,MTT,Ag,12,100,98.0087,957,-8.2,0,1.93,0.7996,1.6,original
3008,HGF,MTT,Cu,72,0,100,80,-35,0,1.9,0.52,1.35,original
3009,HGF,MTT,Cu,72,1,95,80,-35,0,1.9,0.52,1.35,original
3010,HGF,MTT,Cu,72,10,91,80,-35,0,1.9,0.52,1.35,original
3011,HGF,MTT,Cu,72,100,88,80,-35,0,1.9,0.52,1.35,original
3012,HGF,MTT,Cu,24,0,100,80,-35,0,1.9,0.52,1.35,original
3013,HGF,MTT,Cu,24,1,96.376,80,-35,0,1.9,0.52,1.35,original
3014,HGF,MTT,Cu,24,10,95.302,80,-35,0,1.9,0.52,1.35,original
3015,HGF,MTT,Cu,24,100,93.691,80,-35,0,1.9,0.52,1.35,original
3016,HT29,MTT,CeO2,24,0.001,99.4819,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3017,HT29,MTT,CeO2,24,0.01,101.5544,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3018,HT29,MTT,CeO2,24,0.1,93.5233,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3019,HT29,MTT,CeO2,24,1,96.6321,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3020,HT29,MTT,CeO2,24,5,91.9689,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3021,HT29,MTT,CeO2,24,10,93.5233,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3022,HT29,MTT,CeO2,24,20,90.1554,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3023,HT29,MTT,CeO2,24,50,89.8964,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3024,HT29,MTT,CeO2,24,100,93.7824,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3025,HT29,MTT,CeO2,12,0.001,99.3939,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3026,MCF-7,MTT,CeO2,12,0.01,96.2771,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3027,MCF-7,MTT,CeO2,12,0.1,99.2208,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3028,MCF-7,MTT,CeO2,12,1,101.2987,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3029,MCF-7,MTT,CeO2,12,5,97.8355,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3030,HT-1080,MTT,CeO2,12,10,100.7792,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3031,HT-1080,MTT,CeO2,12,20,97.4892,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3032,HT-1080,MTT,CeO2,12,50,99.5671,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3033,HT-1080,MTT,CeO2,12,100,97.8355,1025,1.7,3.96039604,2.666666667,-0.87,1.85,original
3034,MCF-7,NRU,CeO2,24,0.01,91.5663,120,-47.6,3.96039604,2.666666667,-0.87,1.85,original
3035,MCF-7,NRU,CeO2,24,0.1,115.6627,120,-47.6,3.96039604,2.666666667,-0.87,1.85,original
3036,MCF-7,NRU,CeO2,24,1,101.4056,120,-47.6,3.96039604,2.666666667,-0.87,1.85,original
3037,MCF-7,NRU,CeO2,24,10,85.9438,120,-47.6,3.96039604,2.666666667,-0.87,1.85,original
3038,HT-1080,NRU,CeO2,24,25,94.9799,120,-47.6,3.96039604,2.666666667,-0.87,1.85,original
3039,HT-1080,NRU,CeO2,24,50,61.245,120,-47.6,3.96039604,2.666666667,-0.87,1.85,original
3040,HT-1080,NRU,CeO2,24,75,53.6145,120,-47.6,3.96039604,2.666666667,-0.87,1.85,original
3041,HT-1080,NRU,CeO2,24,100,67.8715,120,-47.6,3.96039604,2.666666667,-0.87,1.85,original
3042,HepG2,MTT,Bi2O3,24,0.01,107.4297,120,-47.6,2.564102564,2.872,0.308,1.6,original
3043,HepG2,MTT,Bi2O3,24,0.1,107.6305,120,-47.6,2.564102564,2.872,0.308,1.6,original
3044,HepG2,MTT,Bi2O3,24,1,113.253,120,-47.6,2.564102564,2.872,0.308,1.6,original
3045,HepG2,MTT,Bi2O3,24,10,109.4377,120,-47.6,2.564102564,2.872,0.308,1.6,original
3046,HepG2,MTT,Bi2O3,24,25,105.2209,120,-47.6,2.564102564,2.872,0.308,1.6,original
3047,HepG2,MTT,Bi2O3,24,50,96.3855,120,-47.6,2.564102564,2.872,0.308,1.6,original
3048,HepG2,MTT,Bi2O3,24,75,91.3655,120,-47.6,2.564102564,2.872,0.308,1.6,original
3049,NRK-52E,MTT,Bi2O3,24,100,91.9679,120,-47.6,2.564102564,2.872,0.308,1.6,original
3050,NRK-52E,MTT,Bi2O3,20,0,94.2,546,-38.7,2.564102564,2.872,0.308,1.6,original
3051,NRK-52E,MTT,Bi2O3,20,1440,90.6,546,-38.7,2.564102564,2.872,0.308,1.6,original
3052,NRK-52E,MTT,Bi2O3,20,0,94.1,546,-38.7,2.564102564,2.872,0.308,1.6,original
3053,NRK-52E,MTT,Bi2O3,20,1440,85.6,546,-38.7,2.564102564,2.872,0.308,1.6,original
3054,NRK-52E,MTT,Bi2O3,20,0,94.2,75.1,-29.5,2.564102564,2.872,0.308,1.6,original
3055,NRK-52E,MTT,Bi2O3,20,200,91.9,75.1,-29.5,2.564102564,2.872,0.308,1.6,original
3056,Caco-2,MTT,Bi2O3,20,0,94.1,75.1,-29.5,2.564102564,2.872,0.308,1.6,original
3057,Caco-2,MTT,Bi2O3,20,200,91.6,75.1,-29.5,2.564102564,2.872,0.308,1.6,original
3058,Caco-2,MTT,Bi2O3,24,0,101.28,79,-13.2,2.564102564,2.872,0.308,1.6,original
3059,Caco-2,MTT,Bi2O3,24,0.001,102.24,79,-13.2,2.564102564,2.872,0.308,1.6,original
3060,Caco-2,MTT,Bi2O3,24,0.01,101.28,79,-13.2,2.564102564,2.872,0.308,1.6,original
3061,Caco-2,MTT,Bi2O3,24,0.1,96.48,79,-13.2,2.564102564,2.872,0.308,1.6,original
3062,Caco-2,MTT,Bi2O3,24,1,98.4,79,-13.2,2.564102564,2.872,0.308,1.6,original
3063,A549,MTT,Bi2O3,24,10,97.92,79,-13.2,2.564102564,2.872,0.308,1.6,original
3064,A549,MTT,Bi2O3,24,100,99.36,79,-13.2,2.564102564,2.872,0.308,1.6,original
3065,A549,MTT,Bi2O3,24,0,100,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3066,A549,MTT,Bi2O3,24,20,90,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3067,A549,MTT,Bi2O3,24,40,122.2222,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3068,A549,MTT,Bi2O3,24,60,111.1111,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3069,A549,MTT,Bi2O3,24,80,127.7778,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3070,HepG2,NRU,Bi2O3,24,100,142.2222,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3071,HepG2,NRU,Bi2O3,24,120,115.5556,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3072,HepG2,NRU,Bi2O3,24,150,151.1111,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3073,HepG2,NRU,Bi2O3,6,0,100,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3074,HepG2,NRU,Bi2O3,6,20,116.6667,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3075,HepG2,NRU,Bi2O3,6,40,110,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3076,HepG2,NRU,Bi2O3,6,60,104.4444,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3077,HepG2,NRU,Bi2O3,6,80,111.1111,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3078,NRK-52E,NRU,Bi2O3,6,100,122.2222,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3079,NRK-52E,NRU,Bi2O3,6,120,121.1111,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3080,NRK-52E,NRU,Bi2O3,6,150,121.1111,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3081,NRK-52E,NRU,Bi2O3,3,0,100,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3082,NRK-52E,NRU,Bi2O3,3,20,110,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3083,NRK-52E,NRU,Bi2O3,3,40,120,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3084,NRK-52E,NRU,Bi2O3,3,60,115.5556,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3085,NRK-52E,NRU,Bi2O3,3,80,114.4444,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3086,Caco-2,NRU,Bi2O3,3,100,122.2222,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3087,Caco-2,NRU,Bi2O3,3,120,121.1111,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3088,Caco-2,NRU,Bi2O3,3,150,116.6667,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3089,Caco-2,NRU,Bi2O3,24,0,100,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3090,Caco-2,NRU,Bi2O3,24,20,82.2599,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3091,Caco-2,NRU,Bi2O3,24,40,76.7232,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3092,Caco-2,NRU,Bi2O3,24,60,83.8418,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3093,Caco-2,NRU,Bi2O3,24,80,85.4237,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3094,A549,NRU,Bi2O3,24,100,93.3333,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3095,A549,NRU,Bi2O3,24,120,90.1695,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3096,A549,NRU,Bi2O3,24,150,98.8701,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3097,A549,NRU,Bi2O3,6,0,100,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3098,A549,NRU,Bi2O3,6,20,90.1695,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3099,A549,NRU,Bi2O3,6,40,103.6158,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3100,A549,NRU,Bi2O3,6,60,88.5876,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3101,A549,NRU,Bi2O3,6,80,96.4972,504.5,-10.7,2.564102564,2.872,0.308,1.6,original
3102,PC12,MTT,C,6,100,115.4802,504.5,-10.7,0,2.55,0,0.7,original
3103,PC12,MTT,C,6,120,95.7062,504.5,-10.7,0,2.55,0,0.7,original
3104,PC12,MTT,C,6,150,118.6441,504.5,-10.7,0,2.55,0,0.7,original
3105,PC12,MTT,C,3,0,100,504.5,-10.7,0,2.55,0,0.7,original
3106,PC12,MTT,C,3,20,90.9605,504.5,-10.7,0,2.55,0,0.7,original
3107,PC12,MTT,C,3,40,94.1243,504.5,-10.7,0,2.55,0,0.7,original
3108,PC12,MTT,C,3,60,104.4068,504.5,-10.7,0,2.55,0,0.7,original
3109,PC12,MTT,C,3,80,87.0056,504.5,-10.7,0,2.55,0,0.7,original
3110,PC12,XTT,C,3,100,82.2599,504.5,-10.7,0,2.55,0,0.7,original
3111,PC12,XTT,C,3,120,106.7797,504.5,-10.7,0,2.55,0,0.7,original
3112,PC12,XTT,C,3,150,94.1243,504.5,-10.7,0,2.55,0,0.7,original
3113,PC12,XTT,C,24,0,100,228.3,-10.7,0,2.55,0,0.7,original
3114,PC12,XTT,C,24,20,87.62,228.3,-10.7,0,2.55,0,0.7,original
3115,PC12,XTT,C,24,40,94.16,228.3,-10.7,0,2.55,0,0.7,original
3116,PC12,XTT,C,24,60,84.14,228.3,-10.7,0,2.55,0,0.7,original
3117,PC12,XTT,C,24,80,99.83,228.3,-10.7,0,2.55,0,0.7,original
3118,BEAS-2B,CCK-8,Ca(HCO3)2,24,100,101.14,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3119,BEAS-2B,CCK-8,Ca(HCO3)2,24,120,112.47,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3120,BEAS-2B,CCK-8,Ca(HCO3)2,24,150,108.55,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3121,BEAS-2B,CCK-8,Ca(HCO3)2,6,0,100,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3122,BEAS-2B,CCK-8,Ca(HCO3)2,6,20,95.9,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3123,BEAS-2B,CCK-8,Ca(HCO3)2,6,40,100.7,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3124,BEAS-2B,CCK-8,Ca(HCO3)2,6,60,87.19,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3125,BEAS-2B,CCK-8,Ca(HCO3)2,6,80,112.04,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3126,BEAS-2B,CCK-8,Ca(HCO3)2,6,100,102.01,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3127,BEAS-2B,CCK-8,Ca(HCO3)2,6,120,102.01,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3128,BEAS-2B,CCK-8,Ca(HCO3)2,6,150,91.11,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3129,BEAS-2B,CCK-8,Ca(HCO3)2,3,0,100,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3130,RAW264.7,CCK-8,Ca(HCO3)2,3,20,122.5,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3131,RAW264.7,CCK-8,Ca(HCO3)2,3,40,124.6,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3132,RAW264.7,CCK-8,Ca(HCO3)2,3,60,125.9,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3133,RAW264.7,CCK-8,Ca(HCO3)2,3,80,127.3,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3134,RAW264.7,CCK-8,Ca(HCO3)2,3,100,118.14,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3135,RAW264.7,CCK-8,Ca(HCO3)2,3,120,116.4,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3136,RAW264.7,CCK-8,Ca(HCO3)2,3,150,116.4,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3137,RAW264.7,CCK-8,Ca(HCO3)2,24,0,100,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3138,RAW264.7,CCK-8,Ca(HCO3)2,24,20,105.5,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3139,RAW264.7,CCK-8,Ca(HCO3)2,24,40,95.67,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3140,RAW264.7,CCK-8,Ca(HCO3)2,24,60,102.71,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3141,RAW264.7,CCK-8,Ca(HCO3)2,24,80,106.58,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3142,HepG2,CCK-8,Ca(HCO3)2,24,100,99.89,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3143,HepG2,CCK-8,Ca(HCO3)2,24,120,114.67,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3144,HepG2,CCK-8,Ca(HCO3)2,24,150,119.59,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3145,HepG2,CCK-8,Ca(HCO3)2,6,0,100,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3146,HepG2,CCK-8,Ca(HCO3)2,6,20,93.91,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3147,HepG2,CCK-8,Ca(HCO3)2,6,40,92.16,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3148,HepG2,CCK-8,Ca(HCO3)2,6,60,95.67,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3149,HepG2,CCK-8,Ca(HCO3)2,6,80,90.05,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3150,HepG2,CCK-8,Ca(HCO3)2,6,100,88.29,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3151,HepG2,CCK-8,Ca(HCO3)2,6,120,103.06,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3152,HepG2,CCK-8,Ca(HCO3)2,6,150,90.75,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
3153,HepG2,CCK-8,Ca(HCO3)2,3,0,100,228.3,-10.7,2.193,2.678333,-2.866,1.8,original
,L-02,CCK-8,SiO2,12,6.25,115.7342657,107.23,-36.87,7.407407407,2.926666667,-1.2,1.1,test
,L-02,CCK-8,SiO2,12,12.5,117.4825175,107.23,-36.87,7.407407407,2.926666667,-1.2,1.1,test
,L-02,CCK-8,SiO2,12,25,62.06293706,107.23,-36.87,7.407407407,2.926666667,-1.2,1.1,test
,L-02,CCK-8,SiO2,12,50,53.67132867,107.23,-36.87,7.407407407,2.926666667,-1.2,1.1,test
,L-02,CCK-8,SiO2,12,100,44.75524476,107.23,-36.87,7.407407407,2.926666667,-1.2,1.1,test
,L-02,CCK-8,SiO2,24,6.25,96.85314685,105.26,-36.22,7.407407407,2.926666667,-1.2,1.1,test
,L-02,CCK-8,SiO2,24,12.5,100.8741259,105.26,-36.22,7.407407407,2.926666667,-1.2,1.1,test
,L-02,CCK-8,SiO2,24,25,57.86713287,105.26,-36.22,7.407407407,2.926666667,-1.2,1.1,test
,L-02,CCK-8,SiO2,24,50,47.2027972,105.26,-36.22,7.407407407,2.926666667,-1.2,1.1,test
,L-02,CCK-8,SiO2,24,100,41.78321678,105.26,-36.22,7.407407407,2.926666667,-1.2,1.1,test
,HepG2,MTT,SiO2,72,0,100,96,-28,7.407407407,2.926666667,-1.2,1.1,test
,HepG2,MTT,SiO2,72,1,98,96,-28,7.407407407,2.926666667,-1.2,1.1,test
