index,Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,source
2639,CCL-110,MTS,Ag,72,0.5,90.712,8,11,0,1.93,0.7996,1.6,original
2640,CCL-110,MTS,Ag,72,2,80.31,8,11,0,1.93,0.7996,1.6,original
2641,CCL-110,MTS,Ag,72,4,71.022,8,11,0,1.93,0.7996,1.6,original
2642,CCL-110,MTS,Au,24,0.5,97.447,6,-36.5,0,2.54,1.692,1.35,original
2643,CCL-110,MTS,Au,24,2,94.681,6,-36.5,0,2.54,1.692,1.35,original
2644,CCL-110,MTS,Au,24,4,91.277,6,-36.5,0,2.54,1.692,1.35,original
2645,CCL-110,MTS,Au,48,0.5,92.766,6,-36.5,0,2.54,1.692,1.35,original
2646,CCL-110,MTS,Au,48,2,80.426,6,-36.5,0,2.54,1.692,1.35,original
2647,CCL-110,MTS,Au,48,4,63.404,6,-36.5,0,2.54,1.692,1.35,original
2648,CCL-110,MTS,Au,72,0.5,85.745,6,-36.5,0,2.54,1.692,1.35,original
2649,CCL-110,MTS,Au,72,2,71.915,6,-36.5,0,2.54,1.692,1.35,original
2650,CCL-110,MTS,Au,72,4,45.319,6,-36.5,0,2.54,1.692,1.35,original
2651,CCL-110,MTS,Au,24,0.5,100,8,11,0,2.54,1.692,1.35,original
2652,CCL-110,MTS,Au,24,2,95.532,8,11,0,2.54,1.692,1.35,original
2653,CCL-110,MTS,Au,24,4,93.192,8,11,0,2.54,1.692,1.35,original
2654,CCL-110,MTS,Au,48,0.5,96.596,8,11,0,2.54,1.692,1.35,original
2655,CCL-110,MTS,Au,48,2,90.426,8,11,0,2.54,1.692,1.35,original
2656,CCL-110,MTS,Au,48,4,83.191,8,11,0,2.54,1.692,1.35,original
2657,CCL-110,MTS,Au,72,0.5,92.34,8,11,0,2.54,1.692,1.35,original
2658,CCL-110,MTS,Ag,72,2,88.085,8,11,0,1.93,0.7996,1.6,original
2659,CCL-110,MTS,Ag,72,4,74.468,8,11,0,1.93,0.7996,1.6,original
2660,CCL-110,MTS,Ag,24,0.5,93.8,6,-36.5,0,1.93,0.7996,1.6,original
2661,CCL-110,MTS,Ag,24,2,88.875,6,-36.5,0,1.93,0.7996,1.6,original
2662,CCL-110,MTS,Ag,24,4,74.468,6,-36.5,0,1.93,0.7996,1.6,original
2663,CCL-110,MTS,Ag,48,0.5,87.052,6,-36.5,0,1.93,0.7996,1.6,original
2664,CCL-110,MTS,Ag,48,2,75.198,6,-36.5,0,1.93,0.7996,1.6,original
2665,CCL-110,MTS,Ag,48,4,67.173,6,-36.5,0,1.93,0.7996,1.6,original
2666,CCL-110,MTS,Au,24,0.5,98.9,8,11,0,2.54,1.692,1.35,original
2667,CCL-110,MTS,Au,24,2,97.629,8,11,0,2.54,1.692,1.35,original
2668,CCL-110,MTS,Au,24,4,95.988,8,11,0,2.54,1.692,1.35,original
2669,CCL-110,MTS,Au,48,0.5,98.941,8,11,0,2.54,1.692,1.35,original
2670,CCL-110,MTS,Au,48,2,97.629,8,11,0,2.54,1.692,1.35,original
2671,CCL-110,MTS,Au,48,4,95.076,8,11,0,2.54,1.692,1.35,original
2672,CCL-110,MTS,Au,24,8,93.005,25,-28.4,0,2.54,1.692,1.35,original
2673,CCL-110,MTS,Au,24,32,85.215,25,-28.4,0,2.54,1.692,1.35,original
2674,CCL-110,MTS,Au,24,128,59.936,25,-28.4,0,2.54,1.692,1.35,original
2675,CCL-110,MTS,Au,24,8,81.24,25,-5.63,0,2.54,1.692,1.35,original
2676,CCL-110,MTS,Au,24,32,72.973,25,-5.63,0,2.54,1.692,1.35,original
2677,CCL-110,MTS,Au,24,128,46.741,25,-5.63,0,2.54,1.692,1.35,original
2678,CCL-110,MTS,Au,24,5,95.017,52,71.7,0,2.54,1.692,1.35,original
2679,CCL-110,MTS,Au,24,10,73.09,52,71.7,0,2.54,1.692,1.35,original
2680,HaCat,AlamarBlue,Ag,24,25,60.133,52,71.7,0,1.93,0.7996,1.6,original
2681,HaCat,AlamarBlue,Ag,24,50,49.169,52,71.7,0,1.93,0.7996,1.6,original
2682,HaCat,AlamarBlue,Ag,24,100,39.092,52,71.7,0,1.93,0.7996,1.6,original
2683,HaCat,AlamarBlue,Ag,48,5,93.245,52,71.7,0,1.93,0.7996,1.6,original
2684,HaCat,AlamarBlue,Ag,48,10,60.908,52,71.7,0,1.93,0.7996,1.6,original
2685,HaCat,AlamarBlue,Ag,48,25,47.841,52,71.7,0,1.93,0.7996,1.6,original
2686,HaCat,AlamarBlue,Ag,48,50,37.874,52,71.7,0,1.93,0.7996,1.6,original
2687,HaCat,AlamarBlue,Ag,48,100,26.91,52,71.7,0,1.93,0.7996,1.6,original
2688,HaCat,AlamarBlue,Ag,24,5,101.65,21.6,25.3,0,1.93,0.7996,1.6,original
2689,HaCat,AlamarBlue,Ag,24,10,82.234,21.6,25.3,0,1.93,0.7996,1.6,original
2690,HaCat,AlamarBlue,Ag,24,25,71.827,21.6,25.3,0,1.93,0.7996,1.6,original
2691,HaCat,AlamarBlue,Ag,24,50,59.518,21.6,25.3,0,1.93,0.7996,1.6,original
2692,HaCat,AlamarBlue,Ag,24,100,39.848,21.6,25.3,0,1.93,0.7996,1.6,original
2693,HaCat,AlamarBlue,Ag,24,5,97.387,21.6,25.3,0,1.93,0.7996,1.6,original
2694,HaCat,AlamarBlue,Ag,24,10,95.873,21.6,25.3,0,1.93,0.7996,1.6,original
2695,HaCat,AlamarBlue,Ag,24,25,92.71,21.6,25.3,0,1.93,0.7996,1.6,original
2696,HaCat,AlamarBlue,Ag,24,50,85.282,21.6,25.3,0,1.93,0.7996,1.6,original
2697,HaCat,AlamarBlue,Ag,24,100,81.568,21.6,25.3,0,1.93,0.7996,1.6,original
2698,HaCat,AlamarBlue,Ag,24,1,94.911,22,71.7,0,1.93,0.7996,1.6,original
2699,HaCat,AlamarBlue,Ag,24,2,80.407,22,71.7,0,1.93,0.7996,1.6,original
2700,HaCat,AlamarBlue,Ag,24,5,79.262,22,71.7,0,1.93,0.7996,1.6,original
2701,HaCat,AlamarBlue,Ag,24,10,58.779,22,71.7,0,1.93,0.7996,1.6,original
2702,HaCat,AlamarBlue,Ag,24,25,43.13,22,71.7,0,1.93,0.7996,1.6,original
2703,HaCat,AlamarBlue,Ag,24,50,20.229,22,71.7,0,1.93,0.7996,1.6,original
2704,HeLa,AlamarBlue,Ag,24,100,11.196,22,71.7,0,1.93,0.7996,1.6,original
2705,HeLa,AlamarBlue,Ag,24,1,93.13,22,71.7,0,1.93,0.7996,1.6,original
2706,HeLa,AlamarBlue,Ag,24,2,75.064,22,71.7,0,1.93,0.7996,1.6,original
2707,HeLa,AlamarBlue,Ag,24,5,70.483,22,71.7,0,1.93,0.7996,1.6,original
2708,HeLa,AlamarBlue,Ag,24,10,48.219,22,71.7,0,1.93,0.7996,1.6,original
2709,HeLa,AlamarBlue,Ag,24,25,33.461,22,71.7,0,1.93,0.7996,1.6,original
2710,HeLa,AlamarBlue,Ag,24,50,16.031,22,71.7,0,1.93,0.7996,1.6,original
2711,HeLa,AlamarBlue,Ag,24,100,8.7786,22,71.7,0,1.93,0.7996,1.6,original
2712,HeLa,AlamarBlue,Ag,24,1,98.588,22,71.7,0,1.93,0.7996,1.6,original
2713,HeLa,AlamarBlue,Ag,24,2,84.339,22,71.7,0,1.93,0.7996,1.6,original
2714,HeLa,AlamarBlue,Ag,24,5,69.576,22,71.7,0,1.93,0.7996,1.6,original
2715,HeLa,AlamarBlue,Ag,24,10,53.017,22,71.7,0,1.93,0.7996,1.6,original
2716,HeLa,AlamarBlue,Ag,24,25,38.768,22,71.7,0,1.93,0.7996,1.6,original
2717,HeLa,AlamarBlue,Ag,24,50,25.546,22,71.7,0,1.93,0.7996,1.6,original
2718,HeLa,AlamarBlue,Ag,24,100,15.661,22,71.7,0,1.93,0.7996,1.6,original
2719,HeLa,AlamarBlue,Ag,24,1,94.095,22,71.7,0,1.93,0.7996,1.6,original
2720,HeLa,AlamarBlue,Ag,24,2,77.535,22,71.7,0,1.93,0.7996,1.6,original
2721,HeLa,AlamarBlue,Ag,24,5,58.28,22,71.7,0,1.93,0.7996,1.6,original
2722,HeLa,AlamarBlue,Ag,24,10,44.673,22,71.7,0,1.93,0.7996,1.6,original
2723,HeLa,AlamarBlue,Ag,24,25,33.761,22,71.7,0,1.93,0.7996,1.6,original
2724,HeLa,AlamarBlue,Ag,24,50,20.796,22,71.7,0,1.93,0.7996,1.6,original
2725,HeLa,AlamarBlue,Ag,24,100,13.992,22,71.7,0,1.93,0.7996,1.6,original
2726,HeLa,AlamarBlue,Ag,24,0.5,109.73,30,-29.1,0,1.93,0.7996,1.6,original
2727,HeLa,AlamarBlue,Ag,24,1,103.7,30,-29.1,0,1.93,0.7996,1.6,original
2728,HaCat,NRU,Ag,24,5,97.86,30,-29.1,0,1.93,0.7996,1.6,original
2729,HaCat,NRU,Ag,24,20,84.241,30,-29.1,0,1.93,0.7996,1.6,original
2730,HaCat,NRU,Ag,24,30,56.42,30,-29.1,0,1.93,0.7996,1.6,original
2731,HaCat,NRU,Ag,24,40,19.844,30,-29.1,0,1.93,0.7996,1.6,original
2732,HaCat,NRU,Ag,24,50,4.2802,30,-29.1,0,1.93,0.7996,1.6,original
2733,HaCat,NRU,Ag,24,100,3.3074,30,-29.1,0,1.93,0.7996,1.6,original
2734,HaCat,NRU,Ag,48,0.5,104.67,30,-29.1,0,1.93,0.7996,1.6,original
2735,HaCat,NRU,Ag,48,1,101.36,30,-29.1,0,1.93,0.7996,1.6,original
2736,HaCat,NRU,Ag,48,5,65.564,30,-29.1,0,1.93,0.7996,1.6,original
2737,HaCat,NRU,Ag,48,20,27.821,30,-29.1,0,1.93,0.7996,1.6,original
2738,HaCat,NRU,Ag,48,30,2.9183,30,-29.1,0,1.93,0.7996,1.6,original
2739,HaCat,NRU,Ag,48,40,2.5292,30,-29.1,0,1.93,0.7996,1.6,original
2740,HaCat,NRU,Ag,48,50,1.1673,30,-29.1,0,1.93,0.7996,1.6,original
2741,HaCat,NRU,Ag,48,100,0.7782,30,-29.1,0,1.93,0.7996,1.6,original
2742,HaCat,NRU,Ag,48,5,89.744,9,-26.96,0,1.93,0.7996,1.6,original
2743,HaCat,NRU,Ag,48,10,85.755,9,-26.96,0,1.93,0.7996,1.6,original
2744,HaCat,NRU,Ag,48,100,7.9772,9,-26.96,0,1.93,0.7996,1.6,original
2745,HaCat,NRU,Ag,48,1000,9.6866,9,-26.96,0,1.93,0.7996,1.6,original
2746,HaCat,NRU,Ag,48,5,100.28,4.7,-57.5,0,1.93,0.7996,1.6,original
2747,HaCat,NRU,Ag,48,10,98.86,4.7,-57.5,0,1.93,0.7996,1.6,original
2748,HaCat,NRU,Ag,48,100,53.561,4.7,-57.5,0,1.93,0.7996,1.6,original
2749,HaCat,NRU,Ag,48,5,100.28,280,-73.8,0,1.93,0.7996,1.6,original
2750,HaCat,NRU,Ag,48,10,89.744,280,-73.8,0,1.93,0.7996,1.6,original
2751,HaCat,NRU,Ag,48,100,25.926,280,-73.8,0,1.93,0.7996,1.6,original
2752,HeLa,NRU,Ag,48,1000,23.077,280,-73.8,0,1.93,0.7996,1.6,original
2753,HeLa,NRU,Ag,48,5,93.162,270,-45.96,0,1.93,0.7996,1.6,original
2754,HeLa,NRU,Ag,48,10,94.872,270,-45.96,0,1.93,0.7996,1.6,original
2755,HeLa,NRU,Ag,48,100,94.872,270,-45.96,0,1.93,0.7996,1.6,original
2756,HeLa,NRU,Ag,48,1000,88.604,270,-45.96,0,1.93,0.7996,1.6,original
2757,HeLa,NRU,Ag,48,5,86.005,9,-26.96,0,1.93,0.7996,1.6,original
2758,HeLa,NRU,Ag,48,10,84.224,9,-26.96,0,1.93,0.7996,1.6,original
2759,HeLa,NRU,Ag,48,100,14.249,9,-26.96,0,1.93,0.7996,1.6,original
2760,HeLa,NRU,Ag,48,1000,7.888,9,-26.96,0,1.93,0.7996,1.6,original
2761,HeLa,NRU,Ag,48,5,100.25,4.7,-57.5,0,1.93,0.7996,1.6,original
2762,HeLa,NRU,Ag,48,10,82.952,4.7,-57.5,0,1.93,0.7996,1.6,original
2763,HeLa,NRU,Ag,48,100,68.957,4.7,-57.5,0,1.93,0.7996,1.6,original
2764,HeLa,NRU,Ag,48,5,98.982,280,-73.8,0,1.93,0.7996,1.6,original
2765,HeLa,NRU,Ag,48,10,82.952,280,-73.8,0,1.93,0.7996,1.6,original
2766,HeLa,NRU,Ag,48,100,27.481,280,-73.8,0,1.93,0.7996,1.6,original
2767,HeLa,NRU,Ag,48,1000,10.941,280,-73.8,0,1.93,0.7996,1.6,original
2768,HeLa,NRU,Ag,48,5,93.893,270,-45.96,0,1.93,0.7996,1.6,original
2769,HeLa,NRU,Ag,48,10,86.005,270,-45.96,0,1.93,0.7996,1.6,original
2770,HeLa,NRU,Ag,48,100,79.644,270,-45.96,0,1.93,0.7996,1.6,original
2771,HeLa,NRU,Ag,48,1000,52.672,270,-45.96,0,1.93,0.7996,1.6,original
2772,HeLa,NRU,Ag,72,50,95.017,20,-8.36,0,1.93,0.7996,1.6,original
2773,HeLa,NRU,Ag,72,100,99.336,20,-8,0,1.93,0.7996,1.6,original
2774,HeLa,NRU,Ag,72,500,81.063,20,-0.025,0,1.93,0.7996,1.6,original
2775,HeLa,NRU,Ag,72,1000,87.043,20,-9.165,0,1.93,0.7996,1.6,original
2776,HaCat,MTT,Ag,72,1000,196.68,20,-9.165,0,1.93,0.7996,1.6,original
2777,HaCat,MTT,Ag,72,1000,88.704,20,-9.165,0,1.93,0.7996,1.6,original
2778,HaCat,MTT,Ag,72,1000,92.359,50,0.73,0,1.93,0.7996,1.6,original
2779,HaCat,MTT,Ag,72,1000,98.339,20,-9.165,0,1.93,0.7996,1.6,original
2780,HaCat,MTT,Ag,24,0.5,102.52,27.1,-42.7,0,1.93,0.7996,1.6,original
2781,HaCat,MTT,Ag,24,5,87.815,27.1,-42.7,0,1.93,0.7996,1.6,original
2782,HaCat,MTT,Ag,24,10,79.503,27.1,-42.7,0,1.93,0.7996,1.6,original
2783,HaCat,MTT,Ag,24,25,73.748,27.1,-42.7,0,1.93,0.7996,1.6,original
2784,HaCat,MTT,Ag,24,50,39.645,27.1,-42.7,0,1.93,0.7996,1.6,original
2785,HaCat,MTT,Ag,24,75,14.494,27.1,-42.7,0,1.93,0.7996,1.6,original
2786,HaCat,MTT,Ag,24,100,14.92,27.1,-42.7,0,1.93,0.7996,1.6,original
2787,HaCat,MTT,Ag,48,0.5,102.52,27.1,-42.7,0,1.93,0.7996,1.6,original
2788,HaCat,MTT,Ag,48,5,96.128,27.1,-42.7,0,1.93,0.7996,1.6,original
2789,HaCat,MTT,Ag,48,10,85.258,27.1,-42.7,0,1.93,0.7996,1.6,original
2790,HaCat,MTT,Ag,48,25,73.108,27.1,-42.7,0,1.93,0.7996,1.6,original
2791,HaCat,MTT,Ag,48,50,35.169,27.1,-42.7,0,1.93,0.7996,1.6,original
2792,HaCat,MTT,Ag,48,75,6.1812,27.1,-42.7,0,1.93,0.7996,1.6,original
2793,HaCat,MTT,Ag,48,100,7.8863,27.1,-42.7,0,1.93,0.7996,1.6,original
2794,HaCat,MTT,Ag,24,0.5,107.48,27.7,-12.1,0,1.93,0.7996,1.6,original
2795,HaCat,MTT,Ag,24,5,100.62,27.7,-12.1,0,1.93,0.7996,1.6,original
2796,HaCat,MTT,Ag,24,10,101.25,27.7,-12.1,0,1.93,0.7996,1.6,original
2797,HaCat,MTT,Ag,24,25,97.921,27.7,-12.1,0,1.93,0.7996,1.6,original
2798,HaCat,MTT,Ag,24,50,99.792,27.7,-12.1,0,1.93,0.7996,1.6,original
2799,HaCat,MTT,Ag,24,75,111.64,27.7,-12.1,0,1.93,0.7996,1.6,original
2800,HeLa,MTT,Ag,24,100,112.06,27.7,-12.1,0,1.93,0.7996,1.6,original
2801,HeLa,MTT,Ag,48,0.5,107.48,27.7,-12.1,0,1.93,0.7996,1.6,original
2802,HeLa,MTT,Ag,48,5,85.031,27.7,-12.1,0,1.93,0.7996,1.6,original
2803,HeLa,MTT,Ag,48,10,85.031,27.7,-12.1,0,1.93,0.7996,1.6,original
2804,HeLa,MTT,Ag,48,25,71.726,27.7,-12.1,0,1.93,0.7996,1.6,original
2805,HeLa,MTT,Ag,48,50,69.231,27.7,-12.1,0,1.93,0.7996,1.6,original
2806,HeLa,MTT,Ag,48,75,65.073,27.7,-12.1,0,1.93,0.7996,1.6,original
2807,HeLa,MTT,Ag,48,100,66.528,27.7,-12.1,0,1.93,0.7996,1.6,original
2808,HeLa,MTT,Ag,24,7.8125,75.638,250,-24.7,0,1.93,0.7996,1.6,original
2809,HeLa,MTT,Ag,24,15.625,70.281,250,-24.7,0,1.93,0.7996,1.6,original
2810,HeLa,MTT,Ag,24,31.25,73.852,250,-24.7,0,1.93,0.7996,1.6,original
2811,HeLa,MTT,Ag,24,62.5,73.214,250,-24.7,0,1.93,0.7996,1.6,original
2812,HeLa,MTT,Ag,24,125,68.75,250,-24.7,0,1.93,0.7996,1.6,original
2813,HeLa,MTT,Ag,24,250,24.49,250,-24.7,0,1.93,0.7996,1.6,original
2814,HeLa,MTT,Ag,24,500,23.852,250,-24.7,0,1.93,0.7996,1.6,original
2815,HeLa,MTT,Ag,24,1000,32.398,250,-24.7,0,1.93,0.7996,1.6,original
2816,HeLa,MTT,Ag,24,1.56,98.236,12.5,20.02,0,1.93,0.7996,1.6,original
2817,HeLa,MTT,Ag,24,3.12,98.236,12.5,20.02,0,1.93,0.7996,1.6,original
2818,HeLa,MTT,Ag,24,6.25,96.649,12.5,20.02,0,1.93,0.7996,1.6,original
2819,HeLa,MTT,Ag,24,12.5,95.414,12.5,20.02,0,1.93,0.7996,1.6,original
2820,HeLa,MTT,Ag,24,25,95.414,12.5,20.02,0,1.93,0.7996,1.6,original
2821,HeLa,MTT,Ag,24,50,98.236,12.5,20.02,0,1.93,0.7996,1.6,original
2822,HeLa,MTT,Ag,24,100,96.12,12.5,20.02,0,1.93,0.7996,1.6,original
2823,HeLa,MTT,Ag,24,200,89.065,12.5,20.02,0,1.93,0.7996,1.6,original
2824,HeLa,MTT,Fe3O4,24,400,79.365,12.5,20.02,2.93255132,2.75,-0.239,1.4,original
2825,HeLa,MTT,Fe3O4,24,800,77.601,12.5,20.02,2.93255132,2.75,-0.239,1.4,original
2826,HeLa,MTT,Fe3O4,24,25,102.01,25,-13,2.93255132,2.75,-0.239,1.4,original
2827,HeLa,MTT,Fe3O4,24,50,104.01,25,-13,2.93255132,2.75,-0.239,1.4,original
2828,HeLa,MTT,Fe3O4,24,100,104.01,25,-13,2.93255132,2.75,-0.239,1.4,original
2829,HeLa,MTT,Fe3O4,24,200,106.02,25,-13,2.93255132,2.75,-0.239,1.4,original
2830,HeLa,MTT,Fe3O4,24,25,102.01,25,-13,2.93255132,2.75,-0.239,1.4,original
2831,HeLa,MTT,Fe3O4,24,50,98.997,25,-13,2.93255132,2.75,-0.239,1.4,original
2832,HeLa,MTT,Fe3O4,24,100,106.02,25,-13,2.93255132,2.75,-0.239,1.4,original
2833,HeLa,MTT,Fe3O4,24,200,107.02,25,-13,2.93255132,2.75,-0.239,1.4,original
2834,HeLa,MTT,Fe3O4,24,25,100,25,-13,2.93255132,2.75,-0.239,1.4,original
2835,HeLa,MTT,Fe3O4,24,50,104.05,25,-13,2.93255132,2.75,-0.239,1.4,original
2836,HeLa,MTT,Fe3O4,24,100,116.04,25,-13,2.93255132,2.75,-0.239,1.4,original
2837,HeLa,MTT,Fe3O4,24,200,112,25,-13,2.93255132,2.75,-0.239,1.4,original
2838,HeLa,MTT,Fe3O4,24,25,105.14,25,-13,2.93255132,2.75,-0.239,1.4,original
2839,HeLa,MTT,Fe3O4,24,50,107.94,25,-13,2.93255132,2.75,-0.239,1.4,original
2840,HeLa,MTT,Fe3O4,24,100,114.95,25,-13,2.93255132,2.75,-0.239,1.4,original
2841,HeLa,MTT,Fe3O4,24,200,111.06,25,-13,2.93255132,2.75,-0.239,1.4,original
2842,A549,MTT,Fe3O4,24,1,81.774,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2843,A549,MTT,Fe3O4,24,6.25,67.672,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2844,A549,MTT,Fe3O4,24,10,57.295,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2845,A549,MTT,Fe3O4,24,25,52.639,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2846,A549,MTT,Fe3O4,24,50,48.248,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2847,A549,MTT,Fe3O4,24,75,37.206,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2848,A549,MTT,Fe3O4,24,100,29.357,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2849,A549,MTT,Fe3O4,24,1,83.636,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2850,A549,MTT,Fe3O4,24,6.25,70.333,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2851,A549,MTT,Fe3O4,24,10,67.672,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2852,A549,MTT,Fe3O4,24,25,60.355,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2853,A549,MTT,Fe3O4,24,50,57.029,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2854,A549,MTT,Fe3O4,24,75,56.098,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2855,A549,MTT,Fe3O4,24,100,49.978,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2856,A549,MTT,Fe3O4,24,1,75.122,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2857,A549,MTT,Fe3O4,24,6.25,73.126,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2858,A549,MTT,Fe3O4,24,10,70.2,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2859,A549,MTT,Fe3O4,24,25,69.8,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2860,HEK293,MTT,Fe3O4,24,50,61.286,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2861,HEK293,MTT,Fe3O4,24,75,63.016,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2862,HEK293,MTT,Fe3O4,24,100,48.381,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2863,HEK293,MTT,Fe3O4,24,1,74.989,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2864,HEK293,MTT,Fe3O4,24,6.25,70.2,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2865,HEK293,MTT,Fe3O4,24,10,63.282,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2866,HEK293,MTT,Fe3O4,24,25,52.106,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2867,HEK293,MTT,Fe3O4,24,50,49.978,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2868,HEK293,MTT,Fe3O4,24,75,49.712,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2869,HEK293,MTT,Fe3O4,24,100,49.18,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2870,HEK293,MTT,Fe3O4,24,1,87.835,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2871,HEK293,MTT,Fe3O4,24,6.25,84.433,149.1,61.44,2.93255132,2.75,-0.239,1.4,original
2872,HUVEC,CCK-8,C,24,10,82.474,149.1,61.44,0,2.55,0,0.7,original
2873,HUVEC,CCK-8,C,24,12.5,80.103,149.1,61.44,0,2.55,0,0.7,original
2874,HUVEC,CCK-8,C,24,25,76.289,149.1,61.44,0,2.55,0,0.7,original
2875,HUVEC,CCK-8,C,24,50,65.258,149.1,61.44,0,2.55,0,0.7,original
2876,HUVEC,CCK-8,C,24,75,59.691,149.1,61.44,0,2.55,0,0.7,original
2877,HUVEC,CCK-8,C,24,100,45.567,149.1,61.44,0,2.55,0,0.7,original
2878,A549,MTT,ZnO,24,1,84.33,149.1,61.44,2.272727273,2.545,-0.7618,1.35,original
2879,A549,MTT,ZnO,24,6.25,77.01,149.1,61.44,2.272727273,2.545,-0.7618,1.35,original
2880,A549,MTT,ZnO,24,10,81.031,149.1,61.44,2.272727273,2.545,-0.7618,1.35,original
2881,A549,MTT,ZnO,24,12.5,82.474,149.1,61.44,2.272727273,2.545,-0.7618,1.35,original
2882,A549,MTT,ZnO,24,25,71.856,149.1,61.44,2.272727273,2.545,-0.7618,1.35,original
2883,A549,MTT,ZnO,24,50,65.876,149.1,61.44,2.272727273,2.545,-0.7618,1.35,original
2884,A549,MTT,ZnO,24,75,58.144,149.1,61.44,2.272727273,2.545,-0.7618,1.35,original
2885,A549,MTT,ZnO,24,100,46.701,149.1,61.44,2.272727273,2.545,-0.7618,1.35,original
2886,A549,MTT,ZnO,24,1,78.866,149.1,61.44,2.272727273,2.545,-0.7618,1.35,original
2887,A549,MTT,ZnO,24,6.25,70.412,149.1,61.44,2.272727273,2.545,-0.7618,1.35,original
2888,HepG2,MTS,NiO,24,10,68.144,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2889,HepG2,MTS,NiO,24,12.5,68.041,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2890,HepG2,MTS,NiO,24,25,68.041,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2891,HepG2,MTS,NiO,24,50,55.464,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2892,HepG2,MTS,NiO,24,75,52.062,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2893,HepG2,NRU,NiO,24,100,45.567,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2894,HepG2,NRU,NiO,24,1,83.402,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2895,HepG2,NRU,NiO,24,6.25,80,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2896,HepG2,NRU,NiO,24,10,78.454,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2897,HepG2,NRU,NiO,24,12.5,77.216,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2898,HEp-2,MTT,NiO,24,25,75.052,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2899,HEp-2,MTT,NiO,24,50,61.134,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2900,HEp-2,MTT,NiO,24,75,44.124,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2901,HEp-2,MTT,NiO,24,100,40.722,149.1,61.44,2.702702703,2.675,-0.25,1.35,original
2902,HEp-2,MTT,NiO,24,0.1,83.045,1.15,-36.5,2.702702703,2.675,-0.25,1.35,original
2903,HEp-2,MTT,NiO,24,1,48.789,1.15,-95.45,2.702702703,2.675,-0.25,1.35,original
2904,HEp-2,MTT,NiO,24,10,39.1,1.15,-95.45,2.702702703,2.675,-0.25,1.35,original
2905,MCF-7,MTT,NiO,24,100,25.087,1.15,-38.95,2.702702703,2.675,-0.25,1.35,original
2906,MCF-7,MTT,NiO,24,0.1,84.602,3,-36.5,2.702702703,2.675,-0.25,1.35,original
2907,MCF-7,MTT,NiO,24,1,61.419,3,17.6,2.702702703,2.675,-0.25,1.35,original
2908,MCF-7,MTT,NiO,24,10,54.152,3,10.4,2.702702703,2.675,-0.25,1.35,original
2909,MCF-7,MTT,NiO,24,100,46.367,3,-24.3,2.702702703,2.675,-0.25,1.35,original
2910,MCF-7,MTT,NiO,24,0.1,101.74,1.15,-34.15,2.702702703,2.675,-0.25,1.35,original
2911,MCF-7,MTT,NiO,24,1,98.364,1.15,-74.36,2.702702703,2.675,-0.25,1.35,original
2912,HEp-2,NRU,NiO,24,10,92.127,1.15,-8.72,2.702702703,2.675,-0.25,1.35,original
